,Month,Neighbourhood Name,Neighbourhood Number,No Response,Owned,Quarter,Rented,Year,﻿Ward
282,5,KESWICK AREA,5576,0,0,2,0,2013,Ward 9
282,6,KESWICK AREA,5576,0,0,2,0,2013,Ward 9
282,7,KESWICK AREA,5576,0,0,3,0,2013,Ward 9
282,8,KESWICK AREA,5576,0,0,3,0,2013,Ward 9
282,9,KESWICK AREA,5576,0,0,3,0,2013,Ward 9
282,10,KESWICK AREA,5576,0,0,4,0,2013,Ward 9
282,11,KESWICK AREA,5576,0,0,4,0,2013,Ward 9
282,12,KESWICK AREA,5576,0,0,4,0,2013,Ward 9
283,1,GLENRIDDING AREA,5577,30,91,1,6,2013,Ward 9
283,2,GLENRIDDING AREA,5577,30,91,1,6,2013,Ward 9
283,3,GLENRIDDING AREA,5577,30,91,1,6,2013,Ward 9
283,4,GLENRIDDING AREA,5577,30,91,2,6,2013,Ward 9
283,5,GLENRIDDING AREA,5577,30,91,2,6,2013,Ward 9
283,6,GLENRIDDING AREA,5577,30,91,2,6,2013,Ward 9
283,7,GLENRIDDING AREA,5577,30,91,3,6,2013,Ward 9
283,8,GLENRIDDING AREA,5577,30,91,3,6,2013,Ward 9
283,9,GLENRIDDING AREA,5577,30,91,3,6,2013,Ward 9
283,10,GLENRIDDING AREA,5577,30,91,4,6,2013,Ward 9
283,11,GLENRIDDING AREA,5577,30,91,4,6,2013,Ward 9
283,12,GLENRIDDING AREA,5577,30,91,4,6,2013,Ward 9
284,1,BLACKBURNE,5590,18,534,1,30,2013,Ward 9
284,2,BLACKBURNE,5590,18,534,1,30,2013,Ward 9
284,3,BLACKBURNE,5590,18,534,1,30,2013,Ward 9
284,4,BLACKBURNE,5590,18,534,2,30,2013,Ward 9
284,5,BLACKBURNE,5590,18,534,2,30,2013,Ward 9
284,6,BLACKBURNE,5590,18,534,2,30,2013,Ward 9
284,7,BLACKBURNE,5590,18,534,3,30,2013,Ward 9
284,8,BLACKBURNE,5590,18,534,3,30,2013,Ward 9
284,9,BLACKBURNE,5590,18,534,3,30,2013,Ward 9
284,10,BLACKBURNE,5590,18,534,4,30,2013,Ward 9
284,11,BLACKBURNE,5590,18,534,4,30,2013,Ward 9
284,12,BLACKBURNE,5590,18,534,4,30,2013,Ward 9
285,1,HADDOW,5610,119,1299,1,126,2013,Ward 9
285,2,HADDOW,5610,119,1299,1,126,2013,Ward 9
285,3,HADDOW,5610,119,1299,1,126,2013,Ward 9
285,4,HADDOW,5610,119,1299,2,126,2013,Ward 9
285,5,HADDOW,5610,119,1299,2,126,2013,Ward 9
285,6,HADDOW,5610,119,1299,2,126,2013,Ward 9
285,7,HADDOW,5610,119,1299,3,126,2013,Ward 9
285,8,HADDOW,5610,119,1299,3,126,2013,Ward 9
285,9,HADDOW,5610,119,1299,3,126,2013,Ward 9
285,10,HADDOW,5610,119,1299,4,126,2013,Ward 9
285,11,HADDOW,5610,119,1299,4,126,2013,Ward 9
285,12,HADDOW,5610,119,1299,4,126,2013,Ward 9
286,1,HODGSON,5620,103,754,1,104,2013,Ward 9
286,2,HODGSON,5620,103,754,1,104,2013,Ward 9
286,3,HODGSON,5620,103,754,1,104,2013,Ward 9
286,4,HODGSON,5620,103,754,2,104,2013,Ward 9
286,5,HODGSON,5620,103,754,2,104,2013,Ward 9
286,6,HODGSON,5620,103,754,2,104,2013,Ward 9
286,7,HODGSON,5620,103,754,3,104,2013,Ward 9
286,8,HODGSON,5620,103,754,3,104,2013,Ward 9
286,9,HODGSON,5620,103,754,3,104,2013,Ward 9
286,10,HODGSON,5620,103,754,4,104,2013,Ward 9
286,11,HODGSON,5620,103,754,4,104,2013,Ward 9
286,12,HODGSON,5620,103,754,4,104,2013,Ward 9
287,1,LEGER,5630,41,692,1,61,2013,Ward 9
287,2,LEGER,5630,41,692,1,61,2013,Ward 9
287,3,LEGER,5630,41,692,1,61,2013,Ward 9
287,4,LEGER,5630,41,692,2,61,2013,Ward 9
287,5,LEGER,5630,41,692,2,61,2013,Ward 9
287,6,LEGER,5630,41,692,2,61,2013,Ward 9
287,7,LEGER,5630,41,692,3,61,2013,Ward 9
287,8,LEGER,5630,41,692,3,61,2013,Ward 9
287,9,LEGER,5630,41,692,3,61,2013,Ward 9
287,10,LEGER,5630,41,692,4,61,2013,Ward 9
287,11,LEGER,5630,41,692,4,61,2013,Ward 9
287,12,LEGER,5630,41,692,4,61,2013,Ward 9
288,1,TERWILLEGAR TOWNE,5640,310,1714,1,275,2013,Ward 9
288,2,TERWILLEGAR TOWNE,5640,310,1714,1,275,2013,Ward 9
288,3,TERWILLEGAR TOWNE,5640,310,1714,1,275,2013,Ward 9
288,4,TERWILLEGAR TOWNE,5640,310,1714,2,275,2013,Ward 9
288,5,TERWILLEGAR TOWNE,5640,310,1714,2,275,2013,Ward 9
288,6,TERWILLEGAR TOWNE,5640,310,1714,2,275,2013,Ward 9
288,7,TERWILLEGAR TOWNE,5640,310,1714,3,275,2013,Ward 9
288,8,TERWILLEGAR TOWNE,5640,310,1714,3,275,2013,Ward 9
288,9,TERWILLEGAR TOWNE,5640,310,1714,3,275,2013,Ward 9
288,10,TERWILLEGAR TOWNE,5640,310,1714,4,275,2013,Ward 9
288,11,TERWILLEGAR TOWNE,5640,310,1714,4,275,2013,Ward 9
288,12,TERWILLEGAR TOWNE,5640,310,1714,4,275,2013,Ward 9
289,1,SOUTH TERWILLEGAR,5642,527,2254,1,772,2013,Ward 9
289,2,SOUTH TERWILLEGAR,5642,527,2254,1,772,2013,Ward 9
289,3,SOUTH TERWILLEGAR,5642,527,2254,1,772,2013,Ward 9
289,4,SOUTH TERWILLEGAR,5642,527,2254,2,772,2013,Ward 9
289,5,SOUTH TERWILLEGAR,5642,527,2254,2,772,2013,Ward 9
289,6,SOUTH TERWILLEGAR,5642,527,2254,2,772,2013,Ward 9
289,7,SOUTH TERWILLEGAR,5642,527,2254,3,772,2013,Ward 9
289,8,SOUTH TERWILLEGAR,5642,527,2254,3,772,2013,Ward 9
289,9,SOUTH TERWILLEGAR,5642,527,2254,3,772,2013,Ward 9
289,10,SOUTH TERWILLEGAR,5642,527,2254,4,772,2013,Ward 9
289,11,SOUTH TERWILLEGAR,5642,527,2254,4,772,2013,Ward 9
289,12,SOUTH TERWILLEGAR,5642,527,2254,4,772,2013,Ward 9
290,1,ALLENDALE,5010,134,473,1,697,2013,Ward 10
290,2,ALLENDALE,5010,134,473,1,697,2013,Ward 10
290,3,ALLENDALE,5010,134,473,1,697,2013,Ward 10
290,4,ALLENDALE,5010,134,473,2,697,2013,Ward 10
290,5,ALLENDALE,5010,134,473,2,697,2013,Ward 10
290,6,ALLENDALE,5010,134,473,2,697,2013,Ward 10
290,7,ALLENDALE,5010,134,473,3,697,2013,Ward 10
290,8,ALLENDALE,5010,134,473,3,697,2013,Ward 10
290,9,ALLENDALE,5010,134,473,3,697,2013,Ward 10
290,10,ALLENDALE,5010,134,473,4,697,2013,Ward 10
290,11,ALLENDALE,5010,134,473,4,697,2013,Ward 10
290,12,ALLENDALE,5010,134,473,4,697,2013,Ward 10
291,1,ASPEN GARDENS,5020,67,521,1,42,2013,Ward 10
291,2,ASPEN GARDENS,5020,67,521,1,42,2013,Ward 10
291,3,ASPEN GARDENS,5020,67,521,1,42,2013,Ward 10
291,4,ASPEN GARDENS,5020,67,521,2,42,2013,Ward 10
291,5,ASPEN GARDENS,5020,67,521,2,42,2013,Ward 10
291,6,ASPEN GARDENS,5020,67,521,2,42,2013,Ward 10
291,7,ASPEN GARDENS,5020,67,521,3,42,2013,Ward 10
291,8,ASPEN GARDENS,5020,67,521,3,42,2013,Ward 10
291,9,ASPEN GARDENS,5020,67,521,3,42,2013,Ward 10
291,10,ASPEN GARDENS,5020,67,521,4,42,2013,Ward 10
291,11,ASPEN GARDENS,5020,67,521,4,42,2013,Ward 10
291,12,ASPEN GARDENS,5020,67,521,4,42,2013,Ward 10
292,1,BEARSPAW,5030,86,668,1,44,2013,Ward 10
292,2,BEARSPAW,5030,86,668,1,44,2013,Ward 10
292,3,BEARSPAW,5030,86,668,1,44,2013,Ward 10
292,4,BEARSPAW,5030,86,668,2,44,2013,Ward 10
292,5,BEARSPAW,5030,86,668,2,44,2013,Ward 10
292,6,BEARSPAW,5030,86,668,2,44,2013,Ward 10
292,7,BEARSPAW,5030,86,668,3,44,2013,Ward 10
292,8,BEARSPAW,5030,86,668,3,44,2013,Ward 10
292,9,BEARSPAW,5030,86,668,3,44,2013,Ward 10
292,10,BEARSPAW,5030,86,668,4,44,2013,Ward 10
292,11,BEARSPAW,5030,86,668,4,44,2013,Ward 10
292,12,BEARSPAW,5030,86,668,4,44,2013,Ward 10
293,1,BLACKMUD CREEK RAVINE,5050,0,0,1,0,2013,Ward 10
293,2,BLACKMUD CREEK RAVINE,5050,0,0,1,0,2013,Ward 10
293,3,BLACKMUD CREEK RAVINE,5050,0,0,1,0,2013,Ward 10
293,4,BLACKMUD CREEK RAVINE,5050,0,0,2,0,2013,Ward 10
293,5,BLACKMUD CREEK RAVINE,5050,0,0,2,0,2013,Ward 10
293,6,BLACKMUD CREEK RAVINE,5050,0,0,2,0,2013,Ward 10
293,7,BLACKMUD CREEK RAVINE,5050,0,0,3,0,2013,Ward 10
293,8,BLACKMUD CREEK RAVINE,5050,0,0,3,0,2013,Ward 10
293,9,BLACKMUD CREEK RAVINE,5050,0,0,3,0,2013,Ward 10
293,10,BLACKMUD CREEK RAVINE,5050,0,0,4,0,2013,Ward 10
293,11,BLACKMUD CREEK RAVINE,5050,0,0,4,0,2013,Ward 10
293,12,BLACKMUD CREEK RAVINE,5050,0,0,4,0,2013,Ward 10
294,1,BLUE QUILL,5060,400,562,1,1009,2013,Ward 10
294,2,BLUE QUILL,5060,400,562,1,1009,2013,Ward 10
294,3,BLUE QUILL,5060,400,562,1,1009,2013,Ward 10
294,4,BLUE QUILL,5060,400,562,2,1009,2013,Ward 10
294,5,BLUE QUILL,5060,400,562,2,1009,2013,Ward 10
294,6,BLUE QUILL,5060,400,562,2,1009,2013,Ward 10
294,7,BLUE QUILL,5060,400,562,3,1009,2013,Ward 10
294,8,BLUE QUILL,5060,400,562,3,1009,2013,Ward 10
294,9,BLUE QUILL,5060,400,562,3,1009,2013,Ward 10
294,10,BLUE QUILL,5060,400,562,4,1009,2013,Ward 10
294,11,BLUE QUILL,5060,400,562,4,1009,2013,Ward 10
294,12,BLUE QUILL,5060,400,562,4,1009,2013,Ward 10
295,1,BLUE QUILL ESTATES,5070,58,286,1,207,2013,Ward 10
295,2,BLUE QUILL ESTATES,5070,58,286,1,207,2013,Ward 10
295,3,BLUE QUILL ESTATES,5070,58,286,1,207,2013,Ward 10
295,4,BLUE QUILL ESTATES,5070,58,286,2,207,2013,Ward 10
295,5,BLUE QUILL ESTATES,5070,58,286,2,207,2013,Ward 10
295,6,BLUE QUILL ESTATES,5070,58,286,2,207,2013,Ward 10
295,7,BLUE QUILL ESTATES,5070,58,286,3,207,2013,Ward 10
295,8,BLUE QUILL ESTATES,5070,58,286,3,207,2013,Ward 10
295,9,BLUE QUILL ESTATES,5070,58,286,3,207,2013,Ward 10
295,10,BLUE QUILL ESTATES,5070,58,286,4,207,2013,Ward 10
295,11,BLUE QUILL ESTATES,5070,58,286,4,207,2013,Ward 10
295,12,BLUE QUILL ESTATES,5070,58,286,4,207,2013,Ward 10
296,1,CALGARY TRAIL NORTH,5110,0,0,1,0,2013,Ward 10
296,2,CALGARY TRAIL NORTH,5110,0,0,1,0,2013,Ward 10
296,3,CALGARY TRAIL NORTH,5110,0,0,1,0,2013,Ward 10
296,4,CALGARY TRAIL NORTH,5110,0,0,2,0,2013,Ward 10
296,5,CALGARY TRAIL NORTH,5110,0,0,2,0,2013,Ward 10
296,6,CALGARY TRAIL NORTH,5110,0,0,2,0,2013,Ward 10
296,7,CALGARY TRAIL NORTH,5110,0,0,3,0,2013,Ward 10
296,8,CALGARY TRAIL NORTH,5110,0,0,3,0,2013,Ward 10
296,9,CALGARY TRAIL NORTH,5110,0,0,3,0,2013,Ward 10
296,10,CALGARY TRAIL NORTH,5110,0,0,4,0,2013,Ward 10
296,11,CALGARY TRAIL NORTH,5110,0,0,4,0,2013,Ward 10
296,12,CALGARY TRAIL NORTH,5110,0,0,4,0,2013,Ward 10
297,1,CALGARY TRAIL SOUTH,5120,0,0,1,0,2013,Ward 10
297,2,CALGARY TRAIL SOUTH,5120,0,0,1,0,2013,Ward 10
297,3,CALGARY TRAIL SOUTH,5120,0,0,1,0,2013,Ward 10
297,4,CALGARY TRAIL SOUTH,5120,0,0,2,0,2013,Ward 10
297,5,CALGARY TRAIL SOUTH,5120,0,0,2,0,2013,Ward 10
297,6,CALGARY TRAIL SOUTH,5120,0,0,2,0,2013,Ward 10
297,7,CALGARY TRAIL SOUTH,5120,0,0,3,0,2013,Ward 10
297,8,CALGARY TRAIL SOUTH,5120,0,0,3,0,2013,Ward 10
297,9,CALGARY TRAIL SOUTH,5120,0,0,3,0,2013,Ward 10
297,10,CALGARY TRAIL SOUTH,5120,0,0,4,0,2013,Ward 10
297,11,CALGARY TRAIL SOUTH,5120,0,0,4,0,2013,Ward 10
297,12,CALGARY TRAIL SOUTH,5120,0,0,4,0,2013,Ward 10
298,1,DUGGAN,5160,171,971,1,631,2013,Ward 10
298,2,DUGGAN,5160,171,971,1,631,2013,Ward 10
298,3,DUGGAN,5160,171,971,1,631,2013,Ward 10
298,4,DUGGAN,5160,171,971,2,631,2013,Ward 10
298,5,DUGGAN,5160,171,971,2,631,2013,Ward 10
298,6,DUGGAN,5160,171,971,2,631,2013,Ward 10
298,7,DUGGAN,5160,171,971,3,631,2013,Ward 10
298,8,DUGGAN,5160,171,971,3,631,2013,Ward 10
298,9,DUGGAN,5160,171,971,3,631,2013,Ward 10
298,10,DUGGAN,5160,171,971,4,631,2013,Ward 10
298,11,DUGGAN,5160,171,971,4,631,2013,Ward 10
298,12,DUGGAN,5160,171,971,4,631,2013,Ward 10
299,1,EMPIRE PARK,5170,50,330,1,2017,2013,Ward 10
299,2,EMPIRE PARK,5170,50,330,1,2017,2013,Ward 10
299,3,EMPIRE PARK,5170,50,330,1,2017,2013,Ward 10
299,4,EMPIRE PARK,5170,50,330,2,2017,2013,Ward 10
299,5,EMPIRE PARK,5170,50,330,2,2017,2013,Ward 10
299,6,EMPIRE PARK,5170,50,330,2,2017,2013,Ward 10
299,7,EMPIRE PARK,5170,50,330,3,2017,2013,Ward 10
299,8,EMPIRE PARK,5170,50,330,3,2017,2013,Ward 10
299,9,EMPIRE PARK,5170,50,330,3,2017,2013,Ward 10
299,10,EMPIRE PARK,5170,50,330,4,2017,2013,Ward 10
299,11,EMPIRE PARK,5170,50,330,4,2017,2013,Ward 10
299,12,EMPIRE PARK,5170,50,330,4,2017,2013,Ward 10
300,1,ERMINESKIN,5180,656,520,1,1481,2013,Ward 10
300,2,ERMINESKIN,5180,656,520,1,1481,2013,Ward 10
300,3,ERMINESKIN,5180,656,520,1,1481,2013,Ward 10
300,4,ERMINESKIN,5180,656,520,2,1481,2013,Ward 10
300,5,ERMINESKIN,5180,656,520,2,1481,2013,Ward 10
300,6,ERMINESKIN,5180,656,520,2,1481,2013,Ward 10
300,7,ERMINESKIN,5180,656,520,3,1481,2013,Ward 10
300,8,ERMINESKIN,5180,656,520,3,1481,2013,Ward 10
300,9,ERMINESKIN,5180,656,520,3,1481,2013,Ward 10
300,10,ERMINESKIN,5180,656,520,4,1481,2013,Ward 10
300,11,ERMINESKIN,5180,656,520,4,1481,2013,Ward 10
300,12,ERMINESKIN,5180,656,520,4,1481,2013,Ward 10
301,1,GRANDVIEW HEIGHTS,5210,157,270,1,17,2013,Ward 10
301,2,GRANDVIEW HEIGHTS,5210,157,270,1,17,2013,Ward 10
301,3,GRANDVIEW HEIGHTS,5210,157,270,1,17,2013,Ward 10
301,4,GRANDVIEW HEIGHTS,5210,157,270,2,17,2013,Ward 10
301,5,GRANDVIEW HEIGHTS,5210,157,270,2,17,2013,Ward 10
301,6,GRANDVIEW HEIGHTS,5210,157,270,2,17,2013,Ward 10
301,7,GRANDVIEW HEIGHTS,5210,157,270,3,17,2013,Ward 10
301,8,GRANDVIEW HEIGHTS,5210,157,270,3,17,2013,Ward 10
301,9,GRANDVIEW HEIGHTS,5210,157,270,3,17,2013,Ward 10
301,10,GRANDVIEW HEIGHTS,5210,157,270,4,17,2013,Ward 10
301,11,GRANDVIEW HEIGHTS,5210,157,270,4,17,2013,Ward 10
301,12,GRANDVIEW HEIGHTS,5210,157,270,4,17,2013,Ward 10
302,1,GREENFIELD,5220,177,1102,1,97,2013,Ward 10
302,2,GREENFIELD,5220,177,1102,1,97,2013,Ward 10
302,3,GREENFIELD,5220,177,1102,1,97,2013,Ward 10
302,4,GREENFIELD,5220,177,1102,2,97,2013,Ward 10
302,5,GREENFIELD,5220,177,1102,2,97,2013,Ward 10
302,6,GREENFIELD,5220,177,1102,2,97,2013,Ward 10
302,7,GREENFIELD,5220,177,1102,3,97,2013,Ward 10
302,8,GREENFIELD,5220,177,1102,3,97,2013,Ward 10
302,9,GREENFIELD,5220,177,1102,3,97,2013,Ward 10
302,10,GREENFIELD,5220,177,1102,4,97,2013,Ward 10
302,11,GREENFIELD,5220,177,1102,4,97,2013,Ward 10
302,12,GREENFIELD,5220,177,1102,4,97,2013,Ward 10
303,1,KEHEEWIN,5250,110,852,1,218,2013,Ward 10
303,2,KEHEEWIN,5250,110,852,1,218,2013,Ward 10
303,3,KEHEEWIN,5250,110,852,1,218,2013,Ward 10
303,4,KEHEEWIN,5250,110,852,2,218,2013,Ward 10
303,5,KEHEEWIN,5250,110,852,2,218,2013,Ward 10
303,6,KEHEEWIN,5250,110,852,2,218,2013,Ward 10
303,7,KEHEEWIN,5250,110,852,3,218,2013,Ward 10
303,8,KEHEEWIN,5250,110,852,3,218,2013,Ward 10
303,9,KEHEEWIN,5250,110,852,3,218,2013,Ward 10
303,10,KEHEEWIN,5250,110,852,4,218,2013,Ward 10
303,11,KEHEEWIN,5250,110,852,4,218,2013,Ward 10
303,12,KEHEEWIN,5250,110,852,4,218,2013,Ward 10
304,1,LANSDOWNE,5260,178,247,1,117,2013,Ward 10
304,2,LANSDOWNE,5260,178,247,1,117,2013,Ward 10
304,3,LANSDOWNE,5260,178,247,1,117,2013,Ward 10
304,4,LANSDOWNE,5260,178,247,2,117,2013,Ward 10
304,5,LANSDOWNE,5260,178,247,2,117,2013,Ward 10
304,6,LANSDOWNE,5260,178,247,2,117,2013,Ward 10
304,7,LANSDOWNE,5260,178,247,3,117,2013,Ward 10
304,8,LANSDOWNE,5260,178,247,3,117,2013,Ward 10
304,9,LANSDOWNE,5260,178,247,3,117,2013,Ward 10
304,10,LANSDOWNE,5260,178,247,4,117,2013,Ward 10
304,11,LANSDOWNE,5260,178,247,4,117,2013,Ward 10
304,12,LANSDOWNE,5260,178,247,4,117,2013,Ward 10
305,1,LENDRUM PLACE,5270,215,449,1,161,2013,Ward 10
305,2,LENDRUM PLACE,5270,215,449,1,161,2013,Ward 10
305,3,LENDRUM PLACE,5270,215,449,1,161,2013,Ward 10
305,4,LENDRUM PLACE,5270,215,449,2,161,2013,Ward 10
305,5,LENDRUM PLACE,5270,215,449,2,161,2013,Ward 10
305,6,LENDRUM PLACE,5270,215,449,2,161,2013,Ward 10
305,7,LENDRUM PLACE,5270,215,449,3,161,2013,Ward 10
305,8,LENDRUM PLACE,5270,215,449,3,161,2013,Ward 10
305,9,LENDRUM PLACE,5270,215,449,3,161,2013,Ward 10
305,10,LENDRUM PLACE,5270,215,449,4,161,2013,Ward 10
305,11,LENDRUM PLACE,5270,215,449,4,161,2013,Ward 10
305,12,LENDRUM PLACE,5270,215,449,4,161,2013,Ward 10
306,1,MALMO PLAINS,5280,312,507,1,454,2013,Ward 10
306,2,MALMO PLAINS,5280,312,507,1,454,2013,Ward 10
306,3,MALMO PLAINS,5280,312,507,1,454,2013,Ward 10
306,4,MALMO PLAINS,5280,312,507,2,454,2013,Ward 10
306,5,MALMO PLAINS,5280,312,507,2,454,2013,Ward 10
306,6,MALMO PLAINS,5280,312,507,2,454,2013,Ward 10
306,7,MALMO PLAINS,5280,312,507,3,454,2013,Ward 10
306,8,MALMO PLAINS,5280,312,507,3,454,2013,Ward 10
306,9,MALMO PLAINS,5280,312,507,3,454,2013,Ward 10
306,10,MALMO PLAINS,5280,312,507,4,454,2013,Ward 10
306,11,MALMO PLAINS,5280,312,507,4,454,2013,Ward 10
306,12,MALMO PLAINS,5280,312,507,4,454,2013,Ward 10
307,1,PARKALLEN,5310,218,514,1,299,2013,Ward 10
307,2,PARKALLEN,5310,218,514,1,299,2013,Ward 10
307,3,PARKALLEN,5310,218,514,1,299,2013,Ward 10
307,4,PARKALLEN,5310,218,514,2,299,2013,Ward 10
307,5,PARKALLEN,5310,218,514,2,299,2013,Ward 10
307,6,PARKALLEN,5310,218,514,2,299,2013,Ward 10
307,7,PARKALLEN,5310,218,514,3,299,2013,Ward 10
307,8,PARKALLEN,5310,218,514,3,299,2013,Ward 10
307,9,PARKALLEN,5310,218,514,3,299,2013,Ward 10
307,10,PARKALLEN,5310,218,514,4,299,2013,Ward 10
307,11,PARKALLEN,5310,218,514,4,299,2013,Ward 10
307,12,PARKALLEN,5310,218,514,4,299,2013,Ward 10
308,1,PLEASANTVIEW,5320,204,907,1,892,2013,Ward 10
308,2,PLEASANTVIEW,5320,204,907,1,892,2013,Ward 10
308,3,PLEASANTVIEW,5320,204,907,1,892,2013,Ward 10
308,4,PLEASANTVIEW,5320,204,907,2,892,2013,Ward 10
308,5,PLEASANTVIEW,5320,204,907,2,892,2013,Ward 10
308,6,PLEASANTVIEW,5320,204,907,2,892,2013,Ward 10
308,7,PLEASANTVIEW,5320,204,907,3,892,2013,Ward 10
308,8,PLEASANTVIEW,5320,204,907,3,892,2013,Ward 10
308,9,PLEASANTVIEW,5320,204,907,3,892,2013,Ward 10
308,10,PLEASANTVIEW,5320,204,907,4,892,2013,Ward 10
308,11,PLEASANTVIEW,5320,204,907,4,892,2013,Ward 10
308,12,PLEASANTVIEW,5320,204,907,4,892,2013,Ward 10
309,1,RIDEAU PARK,5360,234,375,1,500,2013,Ward 10
309,2,RIDEAU PARK,5360,234,375,1,500,2013,Ward 10
309,3,RIDEAU PARK,5360,234,375,1,500,2013,Ward 10
309,4,RIDEAU PARK,5360,234,375,2,500,2013,Ward 10
309,5,RIDEAU PARK,5360,234,375,2,500,2013,Ward 10
309,6,RIDEAU PARK,5360,234,375,2,500,2013,Ward 10
309,7,RIDEAU PARK,5360,234,375,3,500,2013,Ward 10
309,8,RIDEAU PARK,5360,234,375,3,500,2013,Ward 10
309,9,RIDEAU PARK,5360,234,375,3,500,2013,Ward 10
309,10,RIDEAU PARK,5360,234,375,4,500,2013,Ward 10
309,11,RIDEAU PARK,5360,234,375,4,500,2013,Ward 10
309,12,RIDEAU PARK,5360,234,375,4,500,2013,Ward 10
310,1,RIVER VALLEY WHITEMUD,5400,0,0,1,0,2013,Ward 10
310,2,RIVER VALLEY WHITEMUD,5400,0,0,1,0,2013,Ward 10
310,3,RIVER VALLEY WHITEMUD,5400,0,0,1,0,2013,Ward 10
310,4,RIVER VALLEY WHITEMUD,5400,0,0,2,0,2013,Ward 10
310,5,RIVER VALLEY WHITEMUD,5400,0,0,2,0,2013,Ward 10
310,6,RIVER VALLEY WHITEMUD,5400,0,0,2,0,2013,Ward 10
310,7,RIVER VALLEY WHITEMUD,5400,0,0,3,0,2013,Ward 10
310,8,RIVER VALLEY WHITEMUD,5400,0,0,3,0,2013,Ward 10
310,9,RIVER VALLEY WHITEMUD,5400,0,0,3,0,2013,Ward 10
310,10,RIVER VALLEY WHITEMUD,5400,0,0,4,0,2013,Ward 10
310,11,RIVER VALLEY WHITEMUD,5400,0,0,4,0,2013,Ward 10
310,12,RIVER VALLEY WHITEMUD,5400,0,0,4,0,2013,Ward 10
311,1,ROYAL GARDENS,5430,170,635,1,620,2013,Ward 10
311,2,ROYAL GARDENS,5430,170,635,1,620,2013,Ward 10
311,3,ROYAL GARDENS,5430,170,635,1,620,2013,Ward 10
311,4,ROYAL GARDENS,5430,170,635,2,620,2013,Ward 10
311,5,ROYAL GARDENS,5430,170,635,2,620,2013,Ward 10
311,6,ROYAL GARDENS,5430,170,635,2,620,2013,Ward 10
311,7,ROYAL GARDENS,5430,170,635,3,620,2013,Ward 10
311,8,ROYAL GARDENS,5430,170,635,3,620,2013,Ward 10
311,9,ROYAL GARDENS,5430,170,635,3,620,2013,Ward 10
311,10,ROYAL GARDENS,5430,170,635,4,620,2013,Ward 10
311,11,ROYAL GARDENS,5430,170,635,4,620,2013,Ward 10
311,12,ROYAL GARDENS,5430,170,635,4,620,2013,Ward 10
312,1,SKYRATTLER,5460,240,433,1,445,2013,Ward 10
312,2,SKYRATTLER,5460,240,433,1,445,2013,Ward 10
312,3,SKYRATTLER,5460,240,433,1,445,2013,Ward 10
312,4,SKYRATTLER,5460,240,433,2,445,2013,Ward 10
312,5,SKYRATTLER,5460,240,433,2,445,2013,Ward 10
312,6,SKYRATTLER,5460,240,433,2,445,2013,Ward 10
312,7,SKYRATTLER,5460,240,433,3,445,2013,Ward 10
312,8,SKYRATTLER,5460,240,433,3,445,2013,Ward 10
312,9,SKYRATTLER,5460,240,433,3,445,2013,Ward 10
312,10,SKYRATTLER,5460,240,433,4,445,2013,Ward 10
312,11,SKYRATTLER,5460,240,433,4,445,2013,Ward 10
312,12,SKYRATTLER,5460,240,433,4,445,2013,Ward 10
313,1,STEINHAUER,5470,112,569,1,96,2013,Ward 10
313,2,STEINHAUER,5470,112,569,1,96,2013,Ward 10
313,3,STEINHAUER,5470,112,569,1,96,2013,Ward 10
313,4,STEINHAUER,5470,112,569,2,96,2013,Ward 10
313,5,STEINHAUER,5470,112,569,2,96,2013,Ward 10
313,6,STEINHAUER,5470,112,569,2,96,2013,Ward 10
313,7,STEINHAUER,5470,112,569,3,96,2013,Ward 10
313,8,STEINHAUER,5470,112,569,3,96,2013,Ward 10
313,9,STEINHAUER,5470,112,569,3,96,2013,Ward 10
313,10,STEINHAUER,5470,112,569,4,96,2013,Ward 10
313,11,STEINHAUER,5470,112,569,4,96,2013,Ward 10
313,12,STEINHAUER,5470,112,569,4,96,2013,Ward 10
314,1,SWEET GRASS,5490,168,591,1,323,2013,Ward 10
314,2,SWEET GRASS,5490,168,591,1,323,2013,Ward 10
314,3,SWEET GRASS,5490,168,591,1,323,2013,Ward 10
314,4,SWEET GRASS,5490,168,591,2,323,2013,Ward 10
314,5,SWEET GRASS,5490,168,591,2,323,2013,Ward 10
314,6,SWEET GRASS,5490,168,591,2,323,2013,Ward 10
314,7,SWEET GRASS,5490,168,591,3,323,2013,Ward 10
314,8,SWEET GRASS,5490,168,591,3,323,2013,Ward 10
314,9,SWEET GRASS,5490,168,591,3,323,2013,Ward 10
314,10,SWEET GRASS,5490,168,591,4,323,2013,Ward 10
314,11,SWEET GRASS,5490,168,591,4,323,2013,Ward 10
314,12,SWEET GRASS,5490,168,591,4,323,2013,Ward 10
315,1,UNIVERSITY OF ALBERTA FARM,5530,0,0,1,0,2013,Ward 10
315,2,UNIVERSITY OF ALBERTA FARM,5530,0,0,1,0,2013,Ward 10
315,3,UNIVERSITY OF ALBERTA FARM,5530,0,0,1,0,2013,Ward 10
315,4,UNIVERSITY OF ALBERTA FARM,5530,0,0,2,0,2013,Ward 10
315,5,UNIVERSITY OF ALBERTA FARM,5530,0,0,2,0,2013,Ward 10
315,6,UNIVERSITY OF ALBERTA FARM,5530,0,0,2,0,2013,Ward 10
315,7,UNIVERSITY OF ALBERTA FARM,5530,0,0,3,0,2013,Ward 10
