,Common Law,Married,Month,Neighbourhood Name,Neighbourhood Number,Never Married,No Response(Marital),Quarter,Separated/Divorced,Ward,Widowed,Year
114,0,0,1,ANTHONY HENDAY CASTLEDOWNS,4016,0,0,1,0,Ward 3,0,2014
114,0,0,2,ANTHONY HENDAY CASTLEDOWNS,4016,0,0,1,0,Ward 3,0,2014
114,0,0,3,ANTHONY HENDAY CASTLEDOWNS,4016,0,0,1,0,Ward 3,0,2014
114,0,0,4,ANTHONY HENDAY CASTLEDOWNS,4016,0,0,2,0,Ward 3,0,2014
114,0,0,5,ANTHONY HENDAY CASTLEDOWNS,4016,0,0,2,0,Ward 3,0,2014
114,0,0,6,ANTHONY HENDAY CASTLEDOWNS,4016,0,0,2,0,Ward 3,0,2014
114,0,0,7,ANTHONY HENDAY CASTLEDOWNS,4016,0,0,3,0,Ward 3,0,2014
114,0,0,8,ANTHONY HENDAY CASTLEDOWNS,4016,0,0,3,0,Ward 3,0,2014
114,0,0,9,ANTHONY HENDAY CASTLEDOWNS,4016,0,0,3,0,Ward 3,0,2014
114,0,0,10,ANTHONY HENDAY CASTLEDOWNS,4016,0,0,4,0,Ward 3,0,2014
114,0,0,11,ANTHONY HENDAY CASTLEDOWNS,4016,0,0,4,0,Ward 3,0,2014
114,0,0,12,ANTHONY HENDAY CASTLEDOWNS,4016,0,0,4,0,Ward 3,0,2014
115,0,0,1,ANTHONY HENDAY LAKE DISTRICT,4017,0,0,1,0,Ward 3,0,2014
115,0,0,2,ANTHONY HENDAY LAKE DISTRICT,4017,0,0,1,0,Ward 3,0,2014
115,0,0,3,ANTHONY HENDAY LAKE DISTRICT,4017,0,0,1,0,Ward 3,0,2014
115,0,0,4,ANTHONY HENDAY LAKE DISTRICT,4017,0,0,2,0,Ward 3,0,2014
115,0,0,5,ANTHONY HENDAY LAKE DISTRICT,4017,0,0,2,0,Ward 3,0,2014
115,0,0,6,ANTHONY HENDAY LAKE DISTRICT,4017,0,0,2,0,Ward 3,0,2014
115,0,0,7,ANTHONY HENDAY LAKE DISTRICT,4017,0,0,3,0,Ward 3,0,2014
115,0,0,8,ANTHONY HENDAY LAKE DISTRICT,4017,0,0,3,0,Ward 3,0,2014
115,0,0,9,ANTHONY HENDAY LAKE DISTRICT,4017,0,0,3,0,Ward 3,0,2014
115,0,0,10,ANTHONY HENDAY LAKE DISTRICT,4017,0,0,4,0,Ward 3,0,2014
115,0,0,11,ANTHONY HENDAY LAKE DISTRICT,4017,0,0,4,0,Ward 3,0,2014
115,0,0,12,ANTHONY HENDAY LAKE DISTRICT,4017,0,0,4,0,Ward 3,0,2014
116,230,972,1,BANNERMAN,2030,1210,325,1,248,Ward 4,76,2014
116,230,972,2,BANNERMAN,2030,1210,325,1,248,Ward 4,76,2014
116,230,972,3,BANNERMAN,2030,1210,325,1,248,Ward 4,76,2014
116,230,972,4,BANNERMAN,2030,1210,325,2,248,Ward 4,76,2014
116,230,972,5,BANNERMAN,2030,1210,325,2,248,Ward 4,76,2014
116,230,972,6,BANNERMAN,2030,1210,325,2,248,Ward 4,76,2014
116,230,972,7,BANNERMAN,2030,1210,325,3,248,Ward 4,76,2014
116,230,972,8,BANNERMAN,2030,1210,325,3,248,Ward 4,76,2014
116,230,972,9,BANNERMAN,2030,1210,325,3,248,Ward 4,76,2014
116,230,972,10,BANNERMAN,2030,1210,325,4,248,Ward 4,76,2014
116,230,972,11,BANNERMAN,2030,1210,325,4,248,Ward 4,76,2014
116,230,972,12,BANNERMAN,2030,1210,325,4,248,Ward 4,76,2014
117,372,1836,1,BELMONT,2070,2258,331,1,338,Ward 4,185,2014
117,372,1836,2,BELMONT,2070,2258,331,1,338,Ward 4,185,2014
117,372,1836,3,BELMONT,2070,2258,331,1,338,Ward 4,185,2014
117,372,1836,4,BELMONT,2070,2258,331,2,338,Ward 4,185,2014
117,372,1836,5,BELMONT,2070,2258,331,2,338,Ward 4,185,2014
117,372,1836,6,BELMONT,2070,2258,331,2,338,Ward 4,185,2014
117,372,1836,7,BELMONT,2070,2258,331,3,338,Ward 4,185,2014
117,372,1836,8,BELMONT,2070,2258,331,3,338,Ward 4,185,2014
117,372,1836,9,BELMONT,2070,2258,331,3,338,Ward 4,185,2014
117,372,1836,10,BELMONT,2070,2258,331,4,338,Ward 4,185,2014
117,372,1836,11,BELMONT,2070,2258,331,4,338,Ward 4,185,2014
117,372,1836,12,BELMONT,2070,2258,331,4,338,Ward 4,185,2014
118,406,1482,1,BELVEDERE,2080,2189,627,1,513,Ward 4,229,2014
118,406,1482,2,BELVEDERE,2080,2189,627,1,513,Ward 4,229,2014
118,406,1482,3,BELVEDERE,2080,2189,627,1,513,Ward 4,229,2014
118,406,1482,4,BELVEDERE,2080,2189,627,2,513,Ward 4,229,2014
118,406,1482,5,BELVEDERE,2080,2189,627,2,513,Ward 4,229,2014
118,406,1482,6,BELVEDERE,2080,2189,627,2,513,Ward 4,229,2014
118,406,1482,7,BELVEDERE,2080,2189,627,3,513,Ward 4,229,2014
118,406,1482,8,BELVEDERE,2080,2189,627,3,513,Ward 4,229,2014
118,406,1482,9,BELVEDERE,2080,2189,627,3,513,Ward 4,229,2014
118,406,1482,10,BELVEDERE,2080,2189,627,4,513,Ward 4,229,2014
118,406,1482,11,BELVEDERE,2080,2189,627,4,513,Ward 4,229,2014
118,406,1482,12,BELVEDERE,2080,2189,627,4,513,Ward 4,229,2014
119,352,2269,1,BRINTNELL,2110,2186,686,1,186,Ward 4,68,2014
119,352,2269,2,BRINTNELL,2110,2186,686,1,186,Ward 4,68,2014
119,352,2269,3,BRINTNELL,2110,2186,686,1,186,Ward 4,68,2014
119,352,2269,4,BRINTNELL,2110,2186,686,2,186,Ward 4,68,2014
119,352,2269,5,BRINTNELL,2110,2186,686,2,186,Ward 4,68,2014
119,352,2269,6,BRINTNELL,2110,2186,686,2,186,Ward 4,68,2014
119,352,2269,7,BRINTNELL,2110,2186,686,3,186,Ward 4,68,2014
119,352,2269,8,BRINTNELL,2110,2186,686,3,186,Ward 4,68,2014
119,352,2269,9,BRINTNELL,2110,2186,686,3,186,Ward 4,68,2014
119,352,2269,10,BRINTNELL,2110,2186,686,4,186,Ward 4,68,2014
119,352,2269,11,BRINTNELL,2110,2186,686,4,186,Ward 4,68,2014
119,352,2269,12,BRINTNELL,2110,2186,686,4,186,Ward 4,68,2014
120,216,623,1,CANON RIDGE,2120,796,371,1,165,Ward 4,51,2014
120,216,623,2,CANON RIDGE,2120,796,371,1,165,Ward 4,51,2014
120,216,623,3,CANON RIDGE,2120,796,371,1,165,Ward 4,51,2014
120,216,623,4,CANON RIDGE,2120,796,371,2,165,Ward 4,51,2014
120,216,623,5,CANON RIDGE,2120,796,371,2,165,Ward 4,51,2014
120,216,623,6,CANON RIDGE,2120,796,371,2,165,Ward 4,51,2014
120,216,623,7,CANON RIDGE,2120,796,371,3,165,Ward 4,51,2014
120,216,623,8,CANON RIDGE,2120,796,371,3,165,Ward 4,51,2014
120,216,623,9,CANON RIDGE,2120,796,371,3,165,Ward 4,51,2014
120,216,623,10,CANON RIDGE,2120,796,371,4,165,Ward 4,51,2014
120,216,623,11,CANON RIDGE,2120,796,371,4,165,Ward 4,51,2014
120,216,623,12,CANON RIDGE,2120,796,371,4,165,Ward 4,51,2014
121,281,1178,1,CASSELMAN,2130,1674,182,1,286,Ward 4,83,2014
121,281,1178,2,CASSELMAN,2130,1674,182,1,286,Ward 4,83,2014
121,281,1178,3,CASSELMAN,2130,1674,182,1,286,Ward 4,83,2014
121,281,1178,4,CASSELMAN,2130,1674,182,2,286,Ward 4,83,2014
121,281,1178,5,CASSELMAN,2130,1674,182,2,286,Ward 4,83,2014
121,281,1178,6,CASSELMAN,2130,1674,182,2,286,Ward 4,83,2014
121,281,1178,7,CASSELMAN,2130,1674,182,3,286,Ward 4,83,2014
121,281,1178,8,CASSELMAN,2130,1674,182,3,286,Ward 4,83,2014
121,281,1178,9,CASSELMAN,2130,1674,182,3,286,Ward 4,83,2014
121,281,1178,10,CASSELMAN,2130,1674,182,4,286,Ward 4,83,2014
121,281,1178,11,CASSELMAN,2130,1674,182,4,286,Ward 4,83,2014
121,281,1178,12,CASSELMAN,2130,1674,182,4,286,Ward 4,83,2014
122,242,965,1,CLAREVIEW TOWN CENTRE,2145,1389,483,1,196,Ward 4,52,2014
122,242,965,2,CLAREVIEW TOWN CENTRE,2145,1389,483,1,196,Ward 4,52,2014
122,242,965,3,CLAREVIEW TOWN CENTRE,2145,1389,483,1,196,Ward 4,52,2014
122,242,965,4,CLAREVIEW TOWN CENTRE,2145,1389,483,2,196,Ward 4,52,2014
122,242,965,5,CLAREVIEW TOWN CENTRE,2145,1389,483,2,196,Ward 4,52,2014
122,242,965,6,CLAREVIEW TOWN CENTRE,2145,1389,483,2,196,Ward 4,52,2014
122,242,965,7,CLAREVIEW TOWN CENTRE,2145,1389,483,3,196,Ward 4,52,2014
122,242,965,8,CLAREVIEW TOWN CENTRE,2145,1389,483,3,196,Ward 4,52,2014
122,242,965,9,CLAREVIEW TOWN CENTRE,2145,1389,483,3,196,Ward 4,52,2014
122,242,965,10,CLAREVIEW TOWN CENTRE,2145,1389,483,4,196,Ward 4,52,2014
122,242,965,11,CLAREVIEW TOWN CENTRE,2145,1389,483,4,196,Ward 4,52,2014
122,242,965,12,CLAREVIEW TOWN CENTRE,2145,1389,483,4,196,Ward 4,52,2014
123,0,0,1,CLOVER BAR AREA,2160,0,0,1,0,Ward 4,0,2014
123,0,0,2,CLOVER BAR AREA,2160,0,0,1,0,Ward 4,0,2014
123,0,0,3,CLOVER BAR AREA,2160,0,0,1,0,Ward 4,0,2014
123,0,0,4,CLOVER BAR AREA,2160,0,0,2,0,Ward 4,0,2014
123,0,0,5,CLOVER BAR AREA,2160,0,0,2,0,Ward 4,0,2014
123,0,0,6,CLOVER BAR AREA,2160,0,0,2,0,Ward 4,0,2014
123,0,0,7,CLOVER BAR AREA,2160,0,0,3,0,Ward 4,0,2014
123,0,0,8,CLOVER BAR AREA,2160,0,0,3,0,Ward 4,0,2014
123,0,0,9,CLOVER BAR AREA,2160,0,0,3,0,Ward 4,0,2014
123,0,0,10,CLOVER BAR AREA,2160,0,0,4,0,Ward 4,0,2014
123,0,0,11,CLOVER BAR AREA,2160,0,0,4,0,Ward 4,0,2014
123,0,0,12,CLOVER BAR AREA,2160,0,0,4,0,Ward 4,0,2014
124,0,0,1,EBBERS,2251,0,0,1,0,Ward 4,0,2014
124,0,0,2,EBBERS,2251,0,0,1,0,Ward 4,0,2014
124,0,0,3,EBBERS,2251,0,0,1,0,Ward 4,0,2014
124,0,0,4,EBBERS,2251,0,0,2,0,Ward 4,0,2014
124,0,0,5,EBBERS,2251,0,0,2,0,Ward 4,0,2014
124,0,0,6,EBBERS,2251,0,0,2,0,Ward 4,0,2014
124,0,0,7,EBBERS,2251,0,0,3,0,Ward 4,0,2014
124,0,0,8,EBBERS,2251,0,0,3,0,Ward 4,0,2014
124,0,0,9,EBBERS,2251,0,0,3,0,Ward 4,0,2014
124,0,0,10,EBBERS,2251,0,0,4,0,Ward 4,0,2014
124,0,0,11,EBBERS,2251,0,0,4,0,Ward 4,0,2014
124,0,0,12,EBBERS,2251,0,0,4,0,Ward 4,0,2014
125,133,345,1,EVERGREEN,2270,389,435,1,138,Ward 4,61,2014
125,133,345,2,EVERGREEN,2270,389,435,1,138,Ward 4,61,2014
125,133,345,3,EVERGREEN,2270,389,435,1,138,Ward 4,61,2014
125,133,345,4,EVERGREEN,2270,389,435,2,138,Ward 4,61,2014
125,133,345,5,EVERGREEN,2270,389,435,2,138,Ward 4,61,2014
125,133,345,6,EVERGREEN,2270,389,435,2,138,Ward 4,61,2014
125,133,345,7,EVERGREEN,2270,389,435,3,138,Ward 4,61,2014
125,133,345,8,EVERGREEN,2270,389,435,3,138,Ward 4,61,2014
125,133,345,9,EVERGREEN,2270,389,435,3,138,Ward 4,61,2014
125,133,345,10,EVERGREEN,2270,389,435,4,138,Ward 4,61,2014
125,133,345,11,EVERGREEN,2270,389,435,4,138,Ward 4,61,2014
125,133,345,12,EVERGREEN,2270,389,435,4,138,Ward 4,61,2014
126,183,1198,1,FRASER,2280,1356,333,1,210,Ward 4,56,2014
126,183,1198,2,FRASER,2280,1356,333,1,210,Ward 4,56,2014
126,183,1198,3,FRASER,2280,1356,333,1,210,Ward 4,56,2014
126,183,1198,4,FRASER,2280,1356,333,2,210,Ward 4,56,2014
126,183,1198,5,FRASER,2280,1356,333,2,210,Ward 4,56,2014
126,183,1198,6,FRASER,2280,1356,333,2,210,Ward 4,56,2014
126,183,1198,7,FRASER,2280,1356,333,3,210,Ward 4,56,2014
126,183,1198,8,FRASER,2280,1356,333,3,210,Ward 4,56,2014
126,183,1198,9,FRASER,2280,1356,333,3,210,Ward 4,56,2014
126,183,1198,10,FRASER,2280,1356,333,4,210,Ward 4,56,2014
126,183,1198,11,FRASER,2280,1356,333,4,210,Ward 4,56,2014
126,183,1198,12,FRASER,2280,1356,333,4,210,Ward 4,56,2014
127,0,0,1,GORMAN,2311,0,0,1,0,Ward 4,0,2014
127,0,0,2,GORMAN,2311,0,0,1,0,Ward 4,0,2014
127,0,0,3,GORMAN,2311,0,0,1,0,Ward 4,0,2014
127,0,0,4,GORMAN,2311,0,0,2,0,Ward 4,0,2014
127,0,0,5,GORMAN,2311,0,0,2,0,Ward 4,0,2014
127,0,0,6,GORMAN,2311,0,0,2,0,Ward 4,0,2014
127,0,0,7,GORMAN,2311,0,0,3,0,Ward 4,0,2014
127,0,0,8,GORMAN,2311,0,0,3,0,Ward 4,0,2014
127,0,0,9,GORMAN,2311,0,0,3,0,Ward 4,0,2014
127,0,0,10,GORMAN,2311,0,0,4,0,Ward 4,0,2014
127,0,0,11,GORMAN,2311,0,0,4,0,Ward 4,0,2014
127,0,0,12,GORMAN,2311,0,0,4,0,Ward 4,0,2014
128,207,692,1,HAIRSINE,2320,1132,213,1,209,Ward 4,66,2014
128,207,692,2,HAIRSINE,2320,1132,213,1,209,Ward 4,66,2014
128,207,692,3,HAIRSINE,2320,1132,213,1,209,Ward 4,66,2014
128,207,692,4,HAIRSINE,2320,1132,213,2,209,Ward 4,66,2014
128,207,692,5,HAIRSINE,2320,1132,213,2,209,Ward 4,66,2014
128,207,692,6,HAIRSINE,2320,1132,213,2,209,Ward 4,66,2014
128,207,692,7,HAIRSINE,2320,1132,213,3,209,Ward 4,66,2014
128,207,692,8,HAIRSINE,2320,1132,213,3,209,Ward 4,66,2014
128,207,692,9,HAIRSINE,2320,1132,213,3,209,Ward 4,66,2014
128,207,692,10,HAIRSINE,2320,1132,213,4,209,Ward 4,66,2014
128,207,692,11,HAIRSINE,2320,1132,213,4,209,Ward 4,66,2014
128,207,692,12,HAIRSINE,2320,1132,213,4,209,Ward 4,66,2014
129,259,2263,1,HOLLICK-KENYON,2340,2134,667,1,173,Ward 4,89,2014
129,259,2263,2,HOLLICK-KENYON,2340,2134,667,1,173,Ward 4,89,2014
129,259,2263,3,HOLLICK-KENYON,2340,2134,667,1,173,Ward 4,89,2014
129,259,2263,4,HOLLICK-KENYON,2340,2134,667,2,173,Ward 4,89,2014
129,259,2263,5,HOLLICK-KENYON,2340,2134,667,2,173,Ward 4,89,2014
129,259,2263,6,HOLLICK-KENYON,2340,2134,667,2,173,Ward 4,89,2014
129,259,2263,7,HOLLICK-KENYON,2340,2134,667,3,173,Ward 4,89,2014
129,259,2263,8,HOLLICK-KENYON,2340,2134,667,3,173,Ward 4,89,2014
129,259,2263,9,HOLLICK-KENYON,2340,2134,667,3,173,Ward 4,89,2014
129,259,2263,10,HOLLICK-KENYON,2340,2134,667,4,173,Ward 4,89,2014
129,259,2263,11,HOLLICK-KENYON,2340,2134,667,4,173,Ward 4,89,2014
129,259,2263,12,HOLLICK-KENYON,2340,2134,667,4,173,Ward 4,89,2014
130,288,1086,1,HOMESTEADER,2350,1617,292,1,207,Ward 4,79,2014
130,288,1086,2,HOMESTEADER,2350,1617,292,1,207,Ward 4,79,2014
130,288,1086,3,HOMESTEADER,2350,1617,292,1,207,Ward 4,79,2014
130,288,1086,4,HOMESTEADER,2350,1617,292,2,207,Ward 4,79,2014
130,288,1086,5,HOMESTEADER,2350,1617,292,2,207,Ward 4,79,2014
130,288,1086,6,HOMESTEADER,2350,1617,292,2,207,Ward 4,79,2014
130,288,1086,7,HOMESTEADER,2350,1617,292,3,207,Ward 4,79,2014
130,288,1086,8,HOMESTEADER,2350,1617,292,3,207,Ward 4,79,2014
130,288,1086,9,HOMESTEADER,2350,1617,292,3,207,Ward 4,79,2014
130,288,1086,10,HOMESTEADER,2350,1617,292,4,207,Ward 4,79,2014
130,288,1086,11,HOMESTEADER,2350,1617,292,4,207,Ward 4,79,2014
130,288,1086,12,HOMESTEADER,2350,1617,292,4,207,Ward 4,79,2014
131,0,0,1,KENNEDALE INDUSTRIAL,2380,0,0,1,0,Ward 4,0,2014
131,0,0,2,KENNEDALE INDUSTRIAL,2380,0,0,1,0,Ward 4,0,2014
131,0,0,3,KENNEDALE INDUSTRIAL,2380,0,0,1,0,Ward 4,0,2014
131,0,0,4,KENNEDALE INDUSTRIAL,2380,0,0,2,0,Ward 4,0,2014
131,0,0,5,KENNEDALE INDUSTRIAL,2380,0,0,2,0,Ward 4,0,2014
131,0,0,6,KENNEDALE INDUSTRIAL,2380,0,0,2,0,Ward 4,0,2014
131,0,0,7,KENNEDALE INDUSTRIAL,2380,0,0,3,0,Ward 4,0,2014
131,0,0,8,KENNEDALE INDUSTRIAL,2380,0,0,3,0,Ward 4,0,2014
131,0,0,9,KENNEDALE INDUSTRIAL,2380,0,0,3,0,Ward 4,0,2014
131,0,0,10,KENNEDALE INDUSTRIAL,2380,0,0,4,0,Ward 4,0,2014
131,0,0,11,KENNEDALE INDUSTRIAL,2380,0,0,4,0,Ward 4,0,2014
131,0,0,12,KENNEDALE INDUSTRIAL,2380,0,0,4,0,Ward 4,0,2014
132,169,1229,1,KERNOHAN,2390,1101,245,1,225,Ward 4,84,2014
132,169,1229,2,KERNOHAN,2390,1101,245,1,225,Ward 4,84,2014
132,169,1229,3,KERNOHAN,2390,1101,245,1,225,Ward 4,84,2014
132,169,1229,4,KERNOHAN,2390,1101,245,2,225,Ward 4,84,2014
132,169,1229,5,KERNOHAN,2390,1101,245,2,225,Ward 4,84,2014
132,169,1229,6,KERNOHAN,2390,1101,245,2,225,Ward 4,84,2014
132,169,1229,7,KERNOHAN,2390,1101,245,3,225,Ward 4,84,2014
132,169,1229,8,KERNOHAN,2390,1101,245,3,225,Ward 4,84,2014
132,169,1229,9,KERNOHAN,2390,1101,245,3,225,Ward 4,84,2014
132,169,1229,10,KERNOHAN,2390,1101,245,4,225,Ward 4,84,2014
132,169,1229,11,KERNOHAN,2390,1101,245,4,225,Ward 4,84,2014
132,169,1229,12,KERNOHAN,2390,1101,245,4,225,Ward 4,84,2014
133,279,1353,1,KIRKNESS,2430,1724,231,1,272,Ward 4,88,2014
133,279,1353,2,KIRKNESS,2430,1724,231,1,272,Ward 4,88,2014
133,279,1353,3,KIRKNESS,2430,1724,231,1,272,Ward 4,88,2014
133,279,1353,4,KIRKNESS,2430,1724,231,2,272,Ward 4,88,2014
133,279,1353,5,KIRKNESS,2430,1724,231,2,272,Ward 4,88,2014
133,279,1353,6,KIRKNESS,2430,1724,231,2,272,Ward 4,88,2014
133,279,1353,7,KIRKNESS,2430,1724,231,3,272,Ward 4,88,2014
133,279,1353,8,KIRKNESS,2430,1724,231,3,272,Ward 4,88,2014
133,279,1353,9,KIRKNESS,2430,1724,231,3,272,Ward 4,88,2014
133,279,1353,10,KIRKNESS,2430,1724,231,4,272,Ward 4,88,2014
