NEIGHBOURHOOD,AGE,FEMALE,MALE
PARSONS INDUSTRIAL,23,0,0
PARSONS INDUSTRIAL,24,0,0
PARSONS INDUSTRIAL,25,0,0
PARSONS INDUSTRIAL,26,0,0
PARSONS INDUSTRIAL,27,0,0
PARSONS INDUSTRIAL,28,0,0
PARSONS INDUSTRIAL,29,0,0
PARSONS INDUSTRIAL,30,0,0
PARSONS INDUSTRIAL,31,0,0
PARSONS INDUSTRIAL,32,0,0
PARSONS INDUSTRIAL,33,0,0
PARSONS INDUSTRIAL,34,0,0
PARSONS INDUSTRIAL,35,0,0
PARSONS INDUSTRIAL,36,0,0
PARSONS INDUSTRIAL,37,0,0
PARSONS INDUSTRIAL,38,0,0
PARSONS INDUSTRIAL,39,0,0
PARSONS INDUSTRIAL,40,0,0
PARSONS INDUSTRIAL,41,0,0
PARSONS INDUSTRIAL,42,0,0
PARSONS INDUSTRIAL,43,0,0
PARSONS INDUSTRIAL,44,0,0
PARSONS INDUSTRIAL,45,0,0
PARSONS INDUSTRIAL,46,0,0
PARSONS INDUSTRIAL,47,0,0
PARSONS INDUSTRIAL,48,0,0
PARSONS INDUSTRIAL,49,0,0
PARSONS INDUSTRIAL,50,0,0
PARSONS INDUSTRIAL,51,0,0
PARSONS INDUSTRIAL,52,0,0
PARSONS INDUSTRIAL,53,0,0
PARSONS INDUSTRIAL,54,0,0
PARSONS INDUSTRIAL,55,0,0
PARSONS INDUSTRIAL,56,0,0
PARSONS INDUSTRIAL,57,0,0
PARSONS INDUSTRIAL,58,0,0
PARSONS INDUSTRIAL,59,0,0
PARSONS INDUSTRIAL,60,0,0
PARSONS INDUSTRIAL,61,0,0
PARSONS INDUSTRIAL,62,0,0
PARSONS INDUSTRIAL,63,0,0
PARSONS INDUSTRIAL,64,0,0
PARSONS INDUSTRIAL,65,0,0
PARSONS INDUSTRIAL,66,0,0
PARSONS INDUSTRIAL,67,0,0
PARSONS INDUSTRIAL,68,0,0
PARSONS INDUSTRIAL,69,0,0
PARSONS INDUSTRIAL,70,0,0
PARSONS INDUSTRIAL,71,0,0
PARSONS INDUSTRIAL,72,0,0
PARSONS INDUSTRIAL,73,0,0
PARSONS INDUSTRIAL,74,0,0
PARSONS INDUSTRIAL,75,0,0
PARSONS INDUSTRIAL,76,0,0
PARSONS INDUSTRIAL,77,0,0
PARSONS INDUSTRIAL,78,0,0
PARSONS INDUSTRIAL,79,0,0
PARSONS INDUSTRIAL,80,0,0
PARSONS INDUSTRIAL,81,0,0
PARSONS INDUSTRIAL,82,0,0
PARSONS INDUSTRIAL,83,0,0
PARSONS INDUSTRIAL,84,0,0
PARSONS INDUSTRIAL,85+,0,0
PARSONS INDUSTRIAL,No Response,0,0
PATRICIA HEIGHTS,0,14,9
PATRICIA HEIGHTS,1,20,13
PATRICIA HEIGHTS,2,12,10
PATRICIA HEIGHTS,3,9,16
PATRICIA HEIGHTS,4,13,8
PATRICIA HEIGHTS,5,8,10
PATRICIA HEIGHTS,6,10,9
PATRICIA HEIGHTS,7,7,11
PATRICIA HEIGHTS,8,9,4
PATRICIA HEIGHTS,9,11,10
PATRICIA HEIGHTS,10,11,13
PATRICIA HEIGHTS,11,8,11
PATRICIA HEIGHTS,12,12,10
PATRICIA HEIGHTS,13,8,8
PATRICIA HEIGHTS,14,6,13
PATRICIA HEIGHTS,15,15,12
PATRICIA HEIGHTS,16,7,14
PATRICIA HEIGHTS,17,12,10
PATRICIA HEIGHTS,18,18,10
PATRICIA HEIGHTS,19,19,18
PATRICIA HEIGHTS,20,19,14
PATRICIA HEIGHTS,21,23,12
PATRICIA HEIGHTS,22,20,21
PATRICIA HEIGHTS,23,10,15
PATRICIA HEIGHTS,24,8,20
PATRICIA HEIGHTS,25,19,15
PATRICIA HEIGHTS,26,7,13
PATRICIA HEIGHTS,27,12,14
PATRICIA HEIGHTS,28,15,10
PATRICIA HEIGHTS,29,9,16
PATRICIA HEIGHTS,30,15,8
PATRICIA HEIGHTS,31,4,14
PATRICIA HEIGHTS,32,12,8
PATRICIA HEIGHTS,33,6,9
PATRICIA HEIGHTS,34,14,16
PATRICIA HEIGHTS,35,7,18
PATRICIA HEIGHTS,36,12,7
PATRICIA HEIGHTS,37,12,10
PATRICIA HEIGHTS,38,10,10
PATRICIA HEIGHTS,39,13,11
PATRICIA HEIGHTS,40,10,8
PATRICIA HEIGHTS,41,13,9
PATRICIA HEIGHTS,42,5,7
PATRICIA HEIGHTS,43,9,8
PATRICIA HEIGHTS,44,12,14
PATRICIA HEIGHTS,45,11,9
PATRICIA HEIGHTS,46,12,14
PATRICIA HEIGHTS,47,14,12
PATRICIA HEIGHTS,48,17,11
PATRICIA HEIGHTS,49,16,17
PATRICIA HEIGHTS,50,15,7
PATRICIA HEIGHTS,51,12,11
PATRICIA HEIGHTS,52,12,10
PATRICIA HEIGHTS,53,14,8
PATRICIA HEIGHTS,54,9,9
PATRICIA HEIGHTS,55,11,11
PATRICIA HEIGHTS,56,11,9
PATRICIA HEIGHTS,57,5,7
PATRICIA HEIGHTS,58,7,6
PATRICIA HEIGHTS,59,7,7
PATRICIA HEIGHTS,60,10,6
PATRICIA HEIGHTS,61,2,5
PATRICIA HEIGHTS,62,7,6
PATRICIA HEIGHTS,63,2,5
PATRICIA HEIGHTS,64,9,3
PATRICIA HEIGHTS,65,3,3
PATRICIA HEIGHTS,66,7,8
PATRICIA HEIGHTS,67,7,6
PATRICIA HEIGHTS,68,8,7
PATRICIA HEIGHTS,69,4,3
PATRICIA HEIGHTS,70,6,2
PATRICIA HEIGHTS,71,2,5
PATRICIA HEIGHTS,72,4,5
PATRICIA HEIGHTS,73,8,5
PATRICIA HEIGHTS,74,1,6
PATRICIA HEIGHTS,75,4,3
PATRICIA HEIGHTS,76,6,3
PATRICIA HEIGHTS,77,3,1
PATRICIA HEIGHTS,78,3,2
PATRICIA HEIGHTS,79,5,2
PATRICIA HEIGHTS,80,4,5
PATRICIA HEIGHTS,81,0,1
PATRICIA HEIGHTS,82,1,4
PATRICIA HEIGHTS,83,1,2
PATRICIA HEIGHTS,84,0,0
PATRICIA HEIGHTS,85+,9,9
PATRICIA HEIGHTS,No Response,94,104
PEMBINA,0,2,5
PEMBINA,1,0,3
PEMBINA,2,3,1
PEMBINA,3,3,2
PEMBINA,4,0,1
PEMBINA,5,0,4
PEMBINA,6,2,0
PEMBINA,7,0,1
PEMBINA,8,0,2
PEMBINA,9,3,0
PEMBINA,10,1,1
PEMBINA,11,0,0
PEMBINA,12,0,0
PEMBINA,13,1,1
PEMBINA,14,2,2
PEMBINA,15,0,0
PEMBINA,16,1,1
PEMBINA,17,1,2
PEMBINA,18,0,1
PEMBINA,19,0,2
PEMBINA,20,6,3
PEMBINA,21,5,2
PEMBINA,22,4,6
PEMBINA,23,5,6
PEMBINA,24,4,13
PEMBINA,25,5,8
PEMBINA,26,10,10
PEMBINA,27,4,4
PEMBINA,28,8,4
PEMBINA,29,3,8
PEMBINA,30,6,7
PEMBINA,31,3,7
PEMBINA,32,3,1
PEMBINA,33,5,2
PEMBINA,34,3,3
PEMBINA,35,1,5
PEMBINA,36,4,4
PEMBINA,37,2,0
PEMBINA,38,1,3
PEMBINA,39,2,2
PEMBINA,40,3,2
PEMBINA,41,3,4
PEMBINA,42,1,2
PEMBINA,43,3,2
PEMBINA,44,0,0
PEMBINA,45,1,1
PEMBINA,46,4,2
PEMBINA,47,3,0
PEMBINA,48,2,1
PEMBINA,49,3,4
PEMBINA,50,4,1
PEMBINA,51,4,3
PEMBINA,52,3,0
PEMBINA,53,3,1
PEMBINA,54,0,3
PEMBINA,55,1,5
PEMBINA,56,3,1
PEMBINA,57,0,3
PEMBINA,58,4,1
PEMBINA,59,1,1
PEMBINA,60,1,1
PEMBINA,61,1,2
PEMBINA,62,0,1
PEMBINA,63,2,1
PEMBINA,64,3,0
PEMBINA,65,0,0
PEMBINA,66,1,0
PEMBINA,67,1,0
PEMBINA,68,1,0
PEMBINA,69,5,1
PEMBINA,70,2,0
PEMBINA,71,0,1
PEMBINA,72,4,1
PEMBINA,73,3,2
PEMBINA,74,0,4
PEMBINA,75,1,2
PEMBINA,76,8,3
PEMBINA,77,4,1
PEMBINA,78,1,1
PEMBINA,79,1,3
PEMBINA,80,1,2
PEMBINA,81,4,3
PEMBINA,82,2,1
PEMBINA,83,0,1
PEMBINA,84,0,0
PEMBINA,85+,3,4
PEMBINA,No Response,20,37
PLACE LARUE,0,0,0
PLACE LARUE,1,0,0
PLACE LARUE,2,0,0
PLACE LARUE,3,0,0
PLACE LARUE,4,0,0
PLACE LARUE,5,0,0
PLACE LARUE,6,0,0
PLACE LARUE,7,0,0
PLACE LARUE,8,0,0
PLACE LARUE,9,0,0
PLACE LARUE,10,0,0
PLACE LARUE,11,0,0
PLACE LARUE,12,0,0
PLACE LARUE,13,0,0
PLACE LARUE,14,0,0
PLACE LARUE,15,0,0
PLACE LARUE,16,0,0
PLACE LARUE,17,0,0
PLACE LARUE,18,0,0
PLACE LARUE,19,0,0
PLACE LARUE,20,0,0
PLACE LARUE,21,0,0
PLACE LARUE,22,0,0
PLACE LARUE,23,0,0
PLACE LARUE,24,0,0
PLACE LARUE,25,0,0
PLACE LARUE,26,0,0
PLACE LARUE,27,0,0
PLACE LARUE,28,0,0
PLACE LARUE,29,0,0
PLACE LARUE,30,0,0
PLACE LARUE,31,0,0
PLACE LARUE,32,0,0
PLACE LARUE,33,0,0
PLACE LARUE,34,0,0
PLACE LARUE,35,0,0
PLACE LARUE,36,0,0
PLACE LARUE,37,0,0
PLACE LARUE,38,0,0
PLACE LARUE,39,0,0
PLACE LARUE,40,0,0
PLACE LARUE,41,0,0
PLACE LARUE,42,0,0
PLACE LARUE,43,0,0
PLACE LARUE,44,0,0
PLACE LARUE,45,0,0
PLACE LARUE,46,0,0
PLACE LARUE,47,0,0
PLACE LARUE,48,0,0
PLACE LARUE,49,0,0
PLACE LARUE,50,0,0
PLACE LARUE,51,0,0
PLACE LARUE,52,0,0
PLACE LARUE,53,0,0
PLACE LARUE,54,0,0
PLACE LARUE,55,0,0
PLACE LARUE,56,0,0
PLACE LARUE,57,0,0
PLACE LARUE,58,0,0
PLACE LARUE,59,0,0
PLACE LARUE,60,0,0
PLACE LARUE,61,0,0
PLACE LARUE,62,0,0
PLACE LARUE,63,0,0
PLACE LARUE,64,0,0
PLACE LARUE,65,0,0
PLACE LARUE,66,0,0
PLACE LARUE,67,0,0
PLACE LARUE,68,0,0
PLACE LARUE,69,0,0
PLACE LARUE,70,0,0
PLACE LARUE,71,0,0
PLACE LARUE,72,0,0
PLACE LARUE,73,0,0
PLACE LARUE,74,0,0
PLACE LARUE,75,0,0
PLACE LARUE,76,0,0
PLACE LARUE,77,0,0
PLACE LARUE,78,0,0
PLACE LARUE,79,0,0
PLACE LARUE,80,0,0
PLACE LARUE,81,0,0
PLACE LARUE,82,0,0
PLACE LARUE,83,0,0
PLACE LARUE,84,0,0
PLACE LARUE,85+,0,0
PLACE LARUE,No Response,0,0
PLEASANTVIEW,0,14,18
PLEASANTVIEW,1,22,22
PLEASANTVIEW,2,16,14
PLEASANTVIEW,3,16,11
PLEASANTVIEW,4,5,12
PLEASANTVIEW,5,12,14
PLEASANTVIEW,6,14,14
PLEASANTVIEW,7,7,8
PLEASANTVIEW,8,11,10
PLEASANTVIEW,9,17,15
PLEASANTVIEW,10,12,12
PLEASANTVIEW,11,15,14
PLEASANTVIEW,12,15,10
PLEASANTVIEW,13,10,11
PLEASANTVIEW,14,16,14
PLEASANTVIEW,15,17,17
PLEASANTVIEW,16,28,23
PLEASANTVIEW,17,11,17
PLEASANTVIEW,18,16,30
PLEASANTVIEW,19,21,25
PLEASANTVIEW,20,27,21
PLEASANTVIEW,21,27,22
PLEASANTVIEW,22,28,33
PLEASANTVIEW,23,21,42
PLEASANTVIEW,24,29,25
PLEASANTVIEW,25,30,47
PLEASANTVIEW,26,22,35
PLEASANTVIEW,27,19,30
PLEASANTVIEW,28,31,19
PLEASANTVIEW,29,22,25
PLEASANTVIEW,30,35,21
PLEASANTVIEW,31,18,20
PLEASANTVIEW,32,22,33
PLEASANTVIEW,33,19,26
PLEASANTVIEW,34,18,28
PLEASANTVIEW,35,17,26
PLEASANTVIEW,36,19,30
PLEASANTVIEW,37,27,13
PLEASANTVIEW,38,20,17
PLEASANTVIEW,39,19,25
PLEASANTVIEW,40,16,22
PLEASANTVIEW,41,15,19
PLEASANTVIEW,42,19,28
PLEASANTVIEW,43,31,26
PLEASANTVIEW,44,33,25
PLEASANTVIEW,45,30,24
PLEASANTVIEW,46,25,23
PLEASANTVIEW,47,21,24
PLEASANTVIEW,48,22,27
PLEASANTVIEW,49,23,20
PLEASANTVIEW,50,26,17
PLEASANTVIEW,51,22,20
PLEASANTVIEW,52,28,32
PLEASANTVIEW,53,17,23
PLEASANTVIEW,54,14,23
PLEASANTVIEW,55,24,21
PLEASANTVIEW,56,21,22
PLEASANTVIEW,57,21,14
PLEASANTVIEW,58,19,15
PLEASANTVIEW,59,14,16
PLEASANTVIEW,60,11,19
PLEASANTVIEW,61,18,18
PLEASANTVIEW,62,14,16
PLEASANTVIEW,63,12,12
PLEASANTVIEW,64,11,8
PLEASANTVIEW,65,11,4
PLEASANTVIEW,66,10,7
PLEASANTVIEW,67,17,7
PLEASANTVIEW,68,12,14
PLEASANTVIEW,69,19,15
PLEASANTVIEW,70,9,12
PLEASANTVIEW,71,20,12
PLEASANTVIEW,72,10,15
PLEASANTVIEW,73,18,11
PLEASANTVIEW,74,19,14
PLEASANTVIEW,75,12,8
PLEASANTVIEW,76,14,12
PLEASANTVIEW,77,16,10
PLEASANTVIEW,78,23,13
PLEASANTVIEW,79,15,15
PLEASANTVIEW,80,16,7
PLEASANTVIEW,81,17,7
PLEASANTVIEW,82,24,14
PLEASANTVIEW,83,19,7
PLEASANTVIEW,84,13,9
PLEASANTVIEW,85+,99,38
PLEASANTVIEW,No Response,254,279
POLLARD MEADOWS,0,31,30
POLLARD MEADOWS,1,35,29
POLLARD MEADOWS,2,42,31
POLLARD MEADOWS,3,21,21
POLLARD MEADOWS,4,28,22
POLLARD MEADOWS,5,24,24
POLLARD MEADOWS,6,24,26
POLLARD MEADOWS,7,25,25
POLLARD MEADOWS,8,34,35
POLLARD MEADOWS,9,30,36
POLLARD MEADOWS,10,25,29
POLLARD MEADOWS,11,25,23
POLLARD MEADOWS,12,27,35
POLLARD MEADOWS,13,24,31
POLLARD MEADOWS,14,22,22
POLLARD MEADOWS,15,29,26
POLLARD MEADOWS,16,26,27
POLLARD MEADOWS,17,12,29
POLLARD MEADOWS,18,25,31
POLLARD MEADOWS,19,27,43
POLLARD MEADOWS,20,35,27
POLLARD MEADOWS,21,29,23
POLLARD MEADOWS,22,32,36
POLLARD MEADOWS,23,42,39
POLLARD MEADOWS,24,41,32
POLLARD MEADOWS,25,53,43
POLLARD MEADOWS,26,30,31
POLLARD MEADOWS,27,43,45
POLLARD MEADOWS,28,45,36
POLLARD MEADOWS,29,38,42
POLLARD MEADOWS,30,36,45
POLLARD MEADOWS,31,35,40
POLLARD MEADOWS,32,38,29
POLLARD MEADOWS,33,28,31
POLLARD MEADOWS,34,44,30
POLLARD MEADOWS,35,39,33
POLLARD MEADOWS,36,31,33
POLLARD MEADOWS,37,27,22
POLLARD MEADOWS,38,41,34
POLLARD MEADOWS,39,26,42
POLLARD MEADOWS,40,28,34
POLLARD MEADOWS,41,27,26
POLLARD MEADOWS,42,37,37
POLLARD MEADOWS,43,30,32
POLLARD MEADOWS,44,30,30
POLLARD MEADOWS,45,35,31
POLLARD MEADOWS,46,39,32
POLLARD MEADOWS,47,27,27
POLLARD MEADOWS,48,30,26
POLLARD MEADOWS,49,35,39
POLLARD MEADOWS,50,21,34
POLLARD MEADOWS,51,32,34
POLLARD MEADOWS,52,34,25
POLLARD MEADOWS,53,40,41
POLLARD MEADOWS,54,30,32
POLLARD MEADOWS,55,26,24
POLLARD MEADOWS,56,26,19
POLLARD MEADOWS,57,27,22
POLLARD MEADOWS,58,18,22
POLLARD MEADOWS,59,18,23
POLLARD MEADOWS,60,11,19
POLLARD MEADOWS,61,22,11
POLLARD MEADOWS,62,17,19
POLLARD MEADOWS,63,14,15
POLLARD MEADOWS,64,10,14
POLLARD MEADOWS,65,15,11
POLLARD MEADOWS,66,8,13
POLLARD MEADOWS,67,11,9
POLLARD MEADOWS,68,11,5
POLLARD MEADOWS,69,6,10
POLLARD MEADOWS,70,11,8
POLLARD MEADOWS,71,15,10
POLLARD MEADOWS,72,8,5
POLLARD MEADOWS,73,10,5
POLLARD MEADOWS,74,3,5
POLLARD MEADOWS,75,4,1
POLLARD MEADOWS,76,6,4
POLLARD MEADOWS,77,8,4
POLLARD MEADOWS,78,3,3
POLLARD MEADOWS,79,3,6
POLLARD MEADOWS,80,5,5
POLLARD MEADOWS,81,5,1
POLLARD MEADOWS,82,6,5
POLLARD MEADOWS,83,4,2
POLLARD MEADOWS,84,1,3
POLLARD MEADOWS,85+,22,14
POLLARD MEADOWS,No Response,145,150
POTTER GREENS,0,2,4
POTTER GREENS,1,5,2
POTTER GREENS,2,3,4
POTTER GREENS,3,7,4
POTTER GREENS,4,3,9
POTTER GREENS,5,11,10
POTTER GREENS,6,7,7
POTTER GREENS,7,9,7
POTTER GREENS,8,10,9
POTTER GREENS,9,8,11
POTTER GREENS,10,5,17
POTTER GREENS,11,11,7
POTTER GREENS,12,7,12
POTTER GREENS,13,12,11
POTTER GREENS,14,11,5
POTTER GREENS,15,10,16
POTTER GREENS,16,12,5
POTTER GREENS,17,9,4
POTTER GREENS,18,5,10
POTTER GREENS,19,7,9
POTTER GREENS,20,8,8
POTTER GREENS,21,7,5
POTTER GREENS,22,3,7
POTTER GREENS,23,5,5
POTTER GREENS,24,1,3
POTTER GREENS,25,1,2
POTTER GREENS,26,4,4
POTTER GREENS,27,1,1
POTTER GREENS,28,5,1
POTTER GREENS,29,1,3
POTTER GREENS,30,11,3
POTTER GREENS,31,3,2
POTTER GREENS,32,7,1
POTTER GREENS,33,4,6
POTTER GREENS,34,6,6
POTTER GREENS,35,4,5
POTTER GREENS,36,9,5
POTTER GREENS,37,7,5
POTTER GREENS,38,5,8
POTTER GREENS,39,12,9
POTTER GREENS,40,12,9
POTTER GREENS,41,8,8
POTTER GREENS,42,15,13
POTTER GREENS,43,9,11
POTTER GREENS,44,17,9
POTTER GREENS,45,12,10
POTTER GREENS,46,13,12
POTTER GREENS,47,15,8
POTTER GREENS,48,11,15
POTTER GREENS,49,17,16
POTTER GREENS,50,8,13
POTTER GREENS,51,8,18
POTTER GREENS,52,12,15
POTTER GREENS,53,15,12
POTTER GREENS,54,7,13
POTTER GREENS,55,14,8
POTTER GREENS,56,11,13
POTTER GREENS,57,4,9
POTTER GREENS,58,11,7
POTTER GREENS,59,14,8
POTTER GREENS,60,13,15
POTTER GREENS,61,10,9
POTTER GREENS,62,16,7
POTTER GREENS,63,15,10
POTTER GREENS,64,11,6
POTTER GREENS,65,6,7
POTTER GREENS,66,8,7
POTTER GREENS,67,6,10
POTTER GREENS,68,8,14
POTTER GREENS,69,7,6
POTTER GREENS,70,4,7
POTTER GREENS,71,4,5
POTTER GREENS,72,3,2
POTTER GREENS,73,5,11
POTTER GREENS,74,9,6
POTTER GREENS,75,1,5
POTTER GREENS,76,2,4
POTTER GREENS,77,1,0
POTTER GREENS,78,3,4
POTTER GREENS,79,6,2
POTTER GREENS,80,2,2
POTTER GREENS,81,1,1
POTTER GREENS,82,3,3
POTTER GREENS,83,1,2
POTTER GREENS,84,2,0
POTTER GREENS,85+,7,7
POTTER GREENS,No Response,119,128
POUNDMAKER INDUSTRIAL,0,0,0
POUNDMAKER INDUSTRIAL,1,0,0
POUNDMAKER INDUSTRIAL,2,0,0
POUNDMAKER INDUSTRIAL,3,0,0
POUNDMAKER INDUSTRIAL,4,0,0
POUNDMAKER INDUSTRIAL,5,0,0
POUNDMAKER INDUSTRIAL,6,0,0
POUNDMAKER INDUSTRIAL,7,0,0
POUNDMAKER INDUSTRIAL,8,0,0
POUNDMAKER INDUSTRIAL,9,0,0
POUNDMAKER INDUSTRIAL,10,0,0
POUNDMAKER INDUSTRIAL,11,0,0
POUNDMAKER INDUSTRIAL,12,0,0
POUNDMAKER INDUSTRIAL,13,0,0
POUNDMAKER INDUSTRIAL,14,0,0
POUNDMAKER INDUSTRIAL,15,0,0
POUNDMAKER INDUSTRIAL,16,0,0
POUNDMAKER INDUSTRIAL,17,0,0
POUNDMAKER INDUSTRIAL,18,0,0
POUNDMAKER INDUSTRIAL,19,0,0
POUNDMAKER INDUSTRIAL,20,0,0
POUNDMAKER INDUSTRIAL,21,0,0
POUNDMAKER INDUSTRIAL,22,0,0
POUNDMAKER INDUSTRIAL,23,0,0
POUNDMAKER INDUSTRIAL,24,0,0
POUNDMAKER INDUSTRIAL,25,0,0
POUNDMAKER INDUSTRIAL,26,0,0
POUNDMAKER INDUSTRIAL,27,0,0
POUNDMAKER INDUSTRIAL,28,0,0
POUNDMAKER INDUSTRIAL,29,0,0
POUNDMAKER INDUSTRIAL,30,0,0
POUNDMAKER INDUSTRIAL,31,0,0
POUNDMAKER INDUSTRIAL,32,0,0
POUNDMAKER INDUSTRIAL,33,0,0
POUNDMAKER INDUSTRIAL,34,0,0
POUNDMAKER INDUSTRIAL,35,0,0
POUNDMAKER INDUSTRIAL,36,0,0
POUNDMAKER INDUSTRIAL,37,0,0
POUNDMAKER INDUSTRIAL,38,0,0
POUNDMAKER INDUSTRIAL,39,0,0
POUNDMAKER INDUSTRIAL,40,0,0
POUNDMAKER INDUSTRIAL,41,0,0
POUNDMAKER INDUSTRIAL,42,0,0
POUNDMAKER INDUSTRIAL,43,0,0
POUNDMAKER INDUSTRIAL,44,0,0
POUNDMAKER INDUSTRIAL,45,0,0
POUNDMAKER INDUSTRIAL,46,0,0
POUNDMAKER INDUSTRIAL,47,0,0
POUNDMAKER INDUSTRIAL,48,0,0
POUNDMAKER INDUSTRIAL,49,0,0
POUNDMAKER INDUSTRIAL,50,0,0
POUNDMAKER INDUSTRIAL,51,0,0
POUNDMAKER INDUSTRIAL,52,0,0
POUNDMAKER INDUSTRIAL,53,0,0
POUNDMAKER INDUSTRIAL,54,0,0
POUNDMAKER INDUSTRIAL,55,0,0
POUNDMAKER INDUSTRIAL,56,0,0
POUNDMAKER INDUSTRIAL,57,0,0
POUNDMAKER INDUSTRIAL,58,0,0
POUNDMAKER INDUSTRIAL,59,0,0
POUNDMAKER INDUSTRIAL,60,0,0
POUNDMAKER INDUSTRIAL,61,0,0
POUNDMAKER INDUSTRIAL,62,0,0
POUNDMAKER INDUSTRIAL,63,0,0
POUNDMAKER INDUSTRIAL,64,0,0
POUNDMAKER INDUSTRIAL,65,0,0
POUNDMAKER INDUSTRIAL,66,0,0
POUNDMAKER INDUSTRIAL,67,0,0
POUNDMAKER INDUSTRIAL,68,0,0
POUNDMAKER INDUSTRIAL,69,0,0
POUNDMAKER INDUSTRIAL,70,0,0
POUNDMAKER INDUSTRIAL,71,0,0
POUNDMAKER INDUSTRIAL,72,0,0
POUNDMAKER INDUSTRIAL,73,0,0
POUNDMAKER INDUSTRIAL,74,0,0
POUNDMAKER INDUSTRIAL,75,0,0
POUNDMAKER INDUSTRIAL,76,0,0
POUNDMAKER INDUSTRIAL,77,0,0
POUNDMAKER INDUSTRIAL,78,0,0
POUNDMAKER INDUSTRIAL,79,0,0
POUNDMAKER INDUSTRIAL,80,0,0
POUNDMAKER INDUSTRIAL,81,0,0
POUNDMAKER INDUSTRIAL,82,0,0
POUNDMAKER INDUSTRIAL,83,0,0
POUNDMAKER INDUSTRIAL,84,0,0
POUNDMAKER INDUSTRIAL,85+,0,0
POUNDMAKER INDUSTRIAL,No Response,0,0
PRINCE CHARLES,0,6,3
PRINCE CHARLES,1,5,9
PRINCE CHARLES,2,4,15
PRINCE CHARLES,3,4,2
PRINCE CHARLES,4,5,10
PRINCE CHARLES,5,5,6
PRINCE CHARLES,6,1,2
PRINCE CHARLES,7,2,8
PRINCE CHARLES,8,10,4
PRINCE CHARLES,9,5,3
PRINCE CHARLES,10,8,8
PRINCE CHARLES,11,6,5
PRINCE CHARLES,12,2,9
PRINCE CHARLES,13,5,5
PRINCE CHARLES,14,5,7
PRINCE CHARLES,15,4,6
PRINCE CHARLES,16,9,6
PRINCE CHARLES,17,6,6
PRINCE CHARLES,18,4,10
PRINCE CHARLES,19,8,11
PRINCE CHARLES,20,9,7
PRINCE CHARLES,21,8,10
PRINCE CHARLES,22,5,6
PRINCE CHARLES,23,9,11
PRINCE CHARLES,24,9,4
PRINCE CHARLES,25,7,11
PRINCE CHARLES,26,10,11
PRINCE CHARLES,27,9,5
PRINCE CHARLES,28,5,15
PRINCE CHARLES,29,11,16
PRINCE CHARLES,30,6,10
PRINCE CHARLES,31,10,6
PRINCE CHARLES,32,11,6
PRINCE CHARLES,33,9,12
PRINCE CHARLES,34,7,9
PRINCE CHARLES,35,13,9
PRINCE CHARLES,36,6,6
PRINCE CHARLES,37,9,11
PRINCE CHARLES,38,3,14
PRINCE CHARLES,39,5,13
PRINCE CHARLES,40,9,7
PRINCE CHARLES,41,12,7
PRINCE CHARLES,42,9,11
PRINCE CHARLES,43,4,8
PRINCE CHARLES,44,9,12
PRINCE CHARLES,45,10,9
PRINCE CHARLES,46,8,5
PRINCE CHARLES,47,11,10
PRINCE CHARLES,48,7,8
PRINCE CHARLES,49,11,2
PRINCE CHARLES,50,7,8
PRINCE CHARLES,51,6,12
PRINCE CHARLES,52,8,12
PRINCE CHARLES,53,9,15
PRINCE CHARLES,54,7,7
PRINCE CHARLES,55,9,7
PRINCE CHARLES,56,5,14
PRINCE CHARLES,57,4,4
PRINCE CHARLES,58,6,5
PRINCE CHARLES,59,3,0
PRINCE CHARLES,60,8,4
PRINCE CHARLES,61,4,6
PRINCE CHARLES,62,7,6
PRINCE CHARLES,63,6,6
PRINCE CHARLES,64,4,6
PRINCE CHARLES,65,3,3
PRINCE CHARLES,66,3,3
PRINCE CHARLES,67,1,1
PRINCE CHARLES,68,0,4
PRINCE CHARLES,69,4,4
PRINCE CHARLES,70,2,1
PRINCE CHARLES,71,4,2
PRINCE CHARLES,72,4,3
PRINCE CHARLES,73,1,3
PRINCE CHARLES,74,1,3
PRINCE CHARLES,75,1,1
PRINCE CHARLES,76,3,1
PRINCE CHARLES,77,0,1
PRINCE CHARLES,78,4,2
PRINCE CHARLES,79,2,2
PRINCE CHARLES,80,2,1
PRINCE CHARLES,81,2,2
PRINCE CHARLES,82,4,2
PRINCE CHARLES,83,2,2
PRINCE CHARLES,84,2,0
PRINCE CHARLES,85+,8,13
PRINCE CHARLES,No Response,91,141
PRINCE RUPERT,0,1,4
PRINCE RUPERT,1,1,4
PRINCE RUPERT,2,5,3
PRINCE RUPERT,3,2,3
PRINCE RUPERT,4,0,6
PRINCE RUPERT,5,9,5
PRINCE RUPERT,6,2,1
PRINCE RUPERT,7,2,1
PRINCE RUPERT,8,7,3
PRINCE RUPERT,9,11,9
PRINCE RUPERT,10,2,3
PRINCE RUPERT,11,6,5
PRINCE RUPERT,12,7,6
PRINCE RUPERT,13,5,6
PRINCE RUPERT,14,5,4
PRINCE RUPERT,15,7,4
PRINCE RUPERT,16,5,3
PRINCE RUPERT,17,5,3
PRINCE RUPERT,18,6,4
PRINCE RUPERT,19,10,12
PRINCE RUPERT,20,7,12
PRINCE RUPERT,21,13,13
PRINCE RUPERT,22,12,12
PRINCE RUPERT,23,9,8
PRINCE RUPERT,24,17,9
PRINCE RUPERT,25,6,8
PRINCE RUPERT,26,7,10
PRINCE RUPERT,27,12,13
PRINCE RUPERT,28,12,9
